YIL,BÖLGE,SEPET
1920,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1920,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1920,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1920,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1920,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1920,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1921, ,['Barley']
1921,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1921,BC,"['Beans, all dry (white and coloured)', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1921,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1921,MA,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1921,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1921,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1921,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1921,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1921,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1921,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1921,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1921,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1922,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1922,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1922,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1922,MA,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1922,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1922,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1922,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1922,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1922,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1922,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1922,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1922,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1923,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1923,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1923,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1923,MA,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1923,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1923,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1923,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1923,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1923,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1923,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1923,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1923,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1924,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1924,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1924,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1924,MA,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1924,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1924,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1924,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1924,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1924,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1924,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1924,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1924,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1925,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1925,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1925,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1925,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1925,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1925,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1925,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1925,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1925,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1925,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1925,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1925,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1926,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1926,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1926,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1926,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1926,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1926,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1926,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1926,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1926,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1926,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1926,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1926,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1927,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1927,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1927,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1927,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1927,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1927,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1927,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1927,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1927,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1927,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1927,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1927,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1928,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1928,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1928,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1928,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1928,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1928,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1928,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1928,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1928,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1928,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1928,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1928,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1929,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1929,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1929,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1929,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1929,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1929,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1929,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1929,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1929,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1929,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1929,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1929,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1930,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1930,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1930,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1930,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1930,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1930,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1930,NS,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1930,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1930,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Peas, dry', 'Tame hay', 'Wheat, all']"
1930,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1930,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1930,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1931,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1931,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1931,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1931,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1931,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1931,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1931,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1931,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
